noun,num_counts,accuracy,overlap,avg_LL_delta
vehicle,3,1.0,1.0,-0.34723156690597534
verse,2,1.0,1.0,-0.8096084594726564
view,2,1.0,1.0,-0.13296127319335935
violin,2,0.0,0.0,0.8272209614515305
violinist,2,1.0,1.0,0.5794334262609481
waiter,3,1.0,1.0,1.8551534116268158
waitress,3,1.0,1.0,1.480756123860677
wall,4,0.5,0.5,0.0271015167236328
window,3,0.0,1.0,1.1285705467065175
windshield,5,0.0,0.0,0.8433502018451691
woman,5,0.0,0.0,-1.126564049720764
wood,11,0.09090909090909091,0.09090909090909091,0.2734017859805714
wool,5,0.0,0.0,0.8786529481410981
worker,4,1.0,1.0,0.3601188808679581
wound,4,1.0,1.0,-0.3149147033691405
yarn,5,0.4,0.6,0.1367690920829773
