noun,num_counts,accuracy,overlap,avg_LL_delta
pastry,3,1.0,0.0,-2.2652674866666667
patissier,3,1.0,1.0,5.5317983831
pattern,5,0.8,0.2,-0.5655302600000001
peddler,3,1.0,1.0,7.661325660299998
pepper,3,0.3333333333333333,0.6666666666666666,0.6024708833333334
person,30,0.9,0.9,6.123091518066667
photographer,2,1.0,1.0,13.247077067700001
pianist,2,1.0,1.0,10.458884725899999
piano,2,0.0,1.0,7.69211641635
pie,3,1.0,0.0,-1.9584280333333333
pilot,7,1.0,1.0,10.009120322357143
pizza,3,1.0,0.0,-1.25947904
plane,3,0.0,1.0,6.843847433233333
poem,2,0.5,0.5,-0.3553003450000001
poet,2,1.0,1.0,10.258546982550001
portraitist,4,1.0,1.0,10.223815930325
pot,3,0.0,1.0,4.257408513000001
potato,3,1.0,0.0,-2.7252416233333334
potter,3,1.0,1.0,9.851093922966667
product,3,0.0,1.0,7.238556001566667
professor,2,1.0,1.0,12.4556465789
proposal,2,0.0,1.0,6.3312730985
pumpkin,4,0.0,1.0,1.9027763924999999
quilt,4,0.5,0.5,-1.463577652
racer,4,1.0,1.0,5.150306730375
report,2,1.0,0.0,-0.0590362999999999
roadtripper,2,1.0,1.0,2.55941553
routine,1,0.0,1.0,4.410089651
salesman,3,1.0,1.0,13.206820000033332
saleswoman,3,1.0,1.0,13.087312143933334
salmon,3,0.3333333333333333,0.6666666666666666,-0.1998774566666667
scene,1,0.0,1.0,5.600005511
screw,4,0.0,1.0,5.864113752874999
scribe,2,1.0,1.0,11.53147340035
script,2,0.0,1.0,3.4862549940000003
sculptor,7,1.0,1.0,11.95887113917143
seamster,8,1.0,1.0,6.661338739387499
seamstress,4,0.75,0.75,6.336339779899999
section,2,0.0,1.0,7.6362208855
shirt,2,0.5,0.5,0.3756099700000002
shopkeeper,3,1.0,1.0,10.386897724233334
sideburn,3,0.0,1.0,6.742005623633332
silk,4,0.25,0.75,2.272176471
silverware,3,0.0,1.0,4.864004256
singer,1,1.0,1.0,10.4541336294
snack,3,0.0,1.0,3.554671703666667
soloist,1,1.0,1.0,10.1555454354
sonata,1,0.0,1.0,3.974399963
song,1,0.0,1.0,6.6086418974
steak,7,0.14285714285714285,0.8571428571428571,2.6498421025714287
stone,7,0.0,1.0,3.848800687285714
stubble,3,0.0,1.0,4.262897395
student,4,1.0,1.0,4.831170141325001
suitcase,2,0.0,1.0,1.2402802
surface,7,0.14285714285714285,0.8571428571428571,3.903819553428572
surgeon,4,1.0,1.0,8.854759658825
suv,6,0.0,1.0,5.9687938846
tailor,12,0.8333333333333334,0.8333333333333334,7.869094384316667
tank,3,0.0,1.0,6.965595411233333
teacher,2,1.0,1.0,8.9165724204
telemarketer,3,1.0,1.0,10.6770146147
