noun,num_counts,accuracy,overlap,avg_LL_delta
doctor,2,0.5,0.5,-0.10214508500000004
dough,3,1.0,0.0,-2.6225965046666664
dressmaker,4,0.75,0.75,-0.06038665749999994
driver,7,0.2857142857142857,0.2857142857142857,-0.30997179428571425
drug,3,1.0,0.0,-1.653141736666667
drummer,2,0.0,0.0,-0.7163522950000001
duffle,2,1.0,1.0,-2.620517873
essay,4,1.0,1.0,-2.0266967725000002
essayist,2,0.5,0.5,0.27370913500000005
fabric,20,1.0,1.0,-2.20004337555
fillet,3,1.0,1.0,-2.6127952433333337
fish,3,1.0,1.0,-2.475282523666667
floor,3,1.0,1.0,-2.0100667266666665
flute,2,1.0,1.0,-1.157156205
flutist,2,0.0,0.0,-0.48615543000000006
food,2,1.0,1.0,-2.4146754030000004
gem,4,1.0,1.0,-1.265155465
glass,4,1.0,1.0,-1.8269114850000003
hairdresser,7,0.42857142857142855,0.42857142857142855,-0.14279001857142862
handle,4,1.0,0.0,-0.592956985
hat,3,1.0,1.0,-2.2972750966666666
herb,3,1.0,1.0,-2.418659513333333
hiker,2,0.0,1.0,-1.765251035
housekeeper,3,0.3333333333333333,0.3333333333333333,-0.02942791333333324
ice,7,1.0,1.0,-1.5398507028571429
illustrator,4,0.75,0.75,0.32873999500000006
ingredient,3,1.0,0.0,-1.8382268833333333
instrument,2,1.0,1.0,-1.04766256
