noun,num_counts,accuracy,overlap,avg_LL_delta
upholsterer,4,0.75,0.25,-0.018559744999999905
valve,4,0.0,0.0,2.661255688
van,3,0.0,0.0,3.9283675870000003
vegetable,3,0.0,0.0,1.8154448396666665
vehicle,3,0.0,0.0,4.723910342666667
verse,2,0.0,0.0,4.697818475
view,2,0.0,0.0,2.7579038305
violin,2,0.0,0.0,2.7658097899999996
violinist,2,1.0,0.0,1.904365935
waiter,3,1.0,0.0,2.2696453813333335
waitress,3,1.0,0.0,0.8323443333333334
wall,4,0.25,0.25,1.3666348087500002
window,3,0.0,0.0,3.263590102
windshield,5,0.0,0.0,3.1113052859999994
woman,5,0.2,0.8,-0.6320556300000001
wood,11,0.09090909090909091,0.09090909090909091,1.1631166981818182
wool,5,0.2,0.2,0.38977150199999994
worker,4,1.0,0.0,2.178491763
wound,4,0.25,0.25,1.251695174
yarn,5,0.2,0.2,1.549328604
