noun,num_counts,accuracy,overlap,avg_LL_delta
pattern,5,1.0,1.0,-5.1844649526
peddler,3,0.0,1.0,-1.9632518999999997
pepper,3,1.0,1.0,-5.310815164
person,30,0.0,1.0,-4.013061279333332
photographer,2,0.0,1.0,-3.7147335349999997
pianist,2,0.0,1.0,-5.4156352635
piano,2,1.0,1.0,-6.3942109485
pie,3,1.0,1.0,-5.966793380000001
pilot,7,0.0,1.0,-3.982024658571429
pizza,3,1.0,1.0,-5.152765466666667
plane,3,1.0,1.0,-4.923228993
poem,2,1.0,1.0,-4.4501196575
poet,2,0.0,1.0,-4.6574245075
portraitist,4,0.0,1.0,-3.0559517174999997
pot,3,1.0,1.0,-4.558854422666667
potato,3,1.0,1.0,-6.3826618286666665
potter,3,0.0,1.0,-5.703631020333333
product,3,1.0,1.0,-2.64542728
professor,2,0.0,1.0,-2.0398384149999997
proposal,2,1.0,1.0,-3.60899068
pumpkin,4,1.0,1.0,-6.765815355725
quilt,4,1.0,1.0,-4.834446327249999
racer,4,0.0,1.0,-4.50811217375
report,2,1.0,1.0,-3.564213303
roadtripper,2,0.0,1.0,-3.6294849119999997
routine,1,1.0,1.0,-3.21400237
salesman,3,1.0,0.0,2.001408666666667
saleswoman,3,0.0,1.0,-1.0895836566666668
salmon,3,1.0,1.0,-6.250985043766666
scene,1,1.0,1.0,-2.75198535
screw,4,1.0,1.0,-5.173317775
scribe,2,0.0,1.0,-2.06784242
script,2,1.0,1.0,-3.481901014
sculptor,7,0.0,1.0,-2.4894480985714287
seamster,8,0.0,1.0,-3.5014488112499995
seamstress,4,0.0,1.0,-3.854111905
section,2,1.0,1.0,-3.6082647485
shirt,2,1.0,1.0,-3.820172635
shopkeeper,3,0.0,1.0,-2.1065427733333335
sideburn,3,1.0,1.0,-4.808567242333333
silk,4,1.0,1.0,-5.518061063000001
silverware,3,1.0,1.0,-4.052696866000001
singer,1,0.0,1.0,-4.3342345
snack,3,1.0,1.0,-4.37714995
soloist,1,0.0,1.0,-2.35206215
sonata,1,1.0,1.0,-4.914901177
song,1,1.0,1.0,-4.581798547
steak,7,1.0,1.0,-5.606264161714286
stone,7,1.0,1.0,-4.202341195
stubble,3,1.0,1.0,-3.794163336
student,4,0.0,1.0,-2.1537988250000004
suitcase,2,1.0,1.0,-5.61705491025
surface,7,1.0,1.0,-2.8410045471428567
