noun,num_counts,accuracy,overlap,avg_LL_delta
peddler,3,1.0,1.0,1.9843343098958333
pepper,3,0.0,1.0,1.2655843098958333
person,30,1.0,1.0,1.9703206380208333
photographer,2,1.0,1.0,1.3748779296875
pianist,2,1.0,1.0,2.0
piano,2,0.0,1.0,2.08538818359375
pie,3,0.0,1.0,1.8231201171875
pilot,7,1.0,1.0,2.2121669224330356
pizza,3,0.0,1.0,1.8750813802083333
plane,3,0.0,1.0,2.4001871744791665
poem,2,0.0,1.0,1.26605224609375
poet,2,1.0,1.0,2.343780517578125
portraitist,4,1.0,1.0,1.14471435546875
pot,3,0.0,1.0,2.1513671875
potato,3,0.0,1.0,1.8080240885416667
potter,3,1.0,1.0,1.8280029296875
product,3,0.0,1.0,2.1670939127604165
professor,2,1.0,1.0,1.82830810546875
proposal,2,0.0,1.0,1.843505859375
pumpkin,4,0.0,0.0,1.988128662109375
quilt,4,0.0,1.0,1.339630126953125
racer,4,1.0,1.0,2.012054443359375
report,2,0.0,1.0,0.9063720703125
roadtripper,2,1.0,1.0,2.265533447265625
routine,1,0.0,1.0,2.03125
salesman,3,1.0,1.0,2.3018391927083335
saleswoman,3,1.0,1.0,2.64605712890625
salmon,3,0.0,1.0,2.1508992513020835
scene,1,0.0,1.0,2.4215087890625
screw,4,0.0,1.0,1.519561767578125
scribe,2,1.0,1.0,1.93780517578125
script,2,0.0,1.0,1.65631103515625
sculptor,7,1.0,1.0,2.2296316964285716
seamster,8,1.0,1.0,1.759735107421875
seamstress,4,1.0,1.0,1.8594512939453125
section,2,0.0,1.0,2.211090087890625
shirt,2,0.0,1.0,2.553985595703125
shopkeeper,3,1.0,1.0,2.0157470703125
sideburn,3,0.0,1.0,1.5208740234375
silk,4,0.0,1.0,1.491973876953125
silverware,3,0.0,1.0,2.427490234375
singer,1,1.0,1.0,2.5618896484375
snack,3,0.0,1.0,2.6404927571614585
soloist,1,1.0,1.0,2.12451171875
sonata,1,0.0,1.0,2.0462646484375
song,1,0.0,1.0,2.40679931640625
steak,7,0.0,1.0,2.3949410574776784
stone,7,0.0,1.0,1.882080078125
stubble,3,0.0,1.0,1.6562093098958333
student,4,1.0,1.0,2.2349853515625
suitcase,2,0.0,1.0,1.93719482421875
surface,7,0.0,1.0,1.6718488420758928
surgeon,4,1.0,1.0,0.70306396484375
suv,6,0.0,1.0,2.3931172688802085
tailor,12,1.0,1.0,1.5284322102864583
tank,3,0.0,1.0,2.0570271809895835
teacher,2,1.0,1.0,1.8673095703125
telemarketer,3,1.0,1.0,1.8803304036458333
tent,2,0.0,1.0,2.202911376953125
thread,4,0.0,1.0,1.49615478515625
toy,3,0.0,1.0,3.0627848307291665
tractor,3,0.0,1.0,2.2858683268229165
trader,3,1.0,1.0,2.2340291341145835
traveller,2,1.0,1.0,2.593292236328125
truck,3,0.0,1.0,2.5054728190104165
tub,2,0.0,1.0,1.9219970703125
tuna,3,0.0,1.0,2.4742635091145835
turkey,4,0.0,1.0,2.875335693359375
upholsterer,4,1.0,1.0,1.7071533203125
valve,4,0.0,1.0,1.7738037109375
van,3,0.0,1.0,2.6246744791666665
vegetable,3,0.0,1.0,2.0521036783854165
vehicle,3,0.0,1.0,2.8279215494791665
verse,2,0.0,1.0,1.2186279296875
view,2,0.0,1.0,1.75823974609375
violin,2,0.0,1.0,2.530853271484375
violinist,2,1.0,1.0,2.367828369140625
waiter,3,1.0,1.0,2.1097819010416665
waitress,3,1.0,1.0,2.3021647135416665
wall,4,0.0,1.0,1.6641845703125
window,3,0.0,1.0,2.7809651692708335
windshield,5,0.0,1.0,2.14053955078125
woman,5,1.0,1.0,2.706439208984375
wood,11,0.0,1.0,2.549782492897727
wool,5,0.0,1.0,2.440362548828125
worker,4,1.0,1.0,2.6640396118164062
wound,4,0.0,1.0,0.96466064453125
yarn,5,0.0,1.0,2.32484130859375
