noun,num_counts,accuracy,overlap,avg_LL_delta
sculptor,7,0.0,1.0,-2.2495983839035034
seamster,8,0.0,1.0,-2.265936163254082
seamstress,4,0.0,1.0,-2.421724818646908
section,2,1.0,1.0,-1.7082219123840332
shirt,2,1.0,1.0,-2.228011555969715
shopkeeper,3,0.0,1.0,-2.030193343758583
sideburn,3,1.0,1.0,-2.5404124980171523
silk,4,1.0,1.0,-2.5949003286659718
silverware,3,1.0,1.0,-2.1488249798615775
singer,1,0.0,1.0,-1.8696899265050888
snack,3,1.0,1.0,-2.4077030618985495
soloist,1,0.0,1.0,-1.933688282966613
sonata,1,1.0,1.0,-2.354379743337631
song,1,1.0,1.0,-1.6581898331642153
steak,7,1.0,1.0,-2.289235098021371
stone,7,1.0,1.0,-2.478068101618971
stubble,3,1.0,1.0,-2.4389479209979377
student,4,0.0,1.0,-1.4225862063467503
suitcase,2,1.0,1.0,-2.369639441370964
surface,7,1.0,1.0,-2.0771709510258267
surgeon,4,0.0,1.0,-1.7530026398599148
suv,6,1.0,1.0,-2.2209291607141495
tailor,12,0.0,1.0,-1.8908467659105856
tank,3,1.0,1.0,-2.5646381403009095
teacher,2,0.0,1.0,-1.5173802450299263
telemarketer,3,0.0,1.0,-1.4949728548526764
tent,2,1.0,1.0,-2.548960719257593
thread,4,1.0,1.0,-2.41743016988039
toy,3,1.0,1.0,-1.7518643985191977
tractor,3,1.0,1.0,-2.1202694649497666
trader,3,0.0,1.0,-1.3938287297884624
traveller,2,0.0,1.0,-1.8471303060650826
truck,3,1.0,1.0,-2.3780838499466577
tub,2,1.0,1.0,-2.126046646386385
tuna,3,1.0,1.0,-2.690746250251929
turkey,4,1.0,1.0,-2.2295634541660547
upholsterer,4,0.0,1.0,-1.6810433752834797
valve,4,1.0,1.0,-2.203981162980199
van,3,1.0,1.0,-2.295847229659558
vegetable,3,1.0,1.0,-2.590346321463585
vehicle,3,1.0,1.0,-2.2340669706463814
verse,2,1.0,1.0,-2.3396973833441734
view,2,1.0,1.0,-2.3956045880913734
violin,2,1.0,1.0,-2.3033881783485413
violinist,2,0.0,1.0,-1.9957737103104591
waiter,3,0.0,1.0,-1.9741436392068863
waitress,3,0.0,1.0,-2.1465381061037383
wall,4,1.0,1.0,-2.446605708450079
window,3,1.0,1.0,-1.9602617025375366
windshield,5,1.0,1.0,-2.3427303433418274
woman,5,0.0,1.0,-2.6171086937189103
wood,11,1.0,1.0,-2.4215157587419855
wool,5,1.0,1.0,-2.598866309225559
worker,4,0.0,1.0,-1.6010549031198025
wound,4,1.0,1.0,-2.8319778693839908
yarn,5,1.0,1.0,-2.389264629781246
