noun,num_counts,accuracy,overlap,avg_LL_delta
passage,6,1.0,1.0,-1.3205937700000001
pastry,3,1.0,1.0,-1.74629705
patissier,3,0.0,1.0,-1.1700805833333334
pattern,5,1.0,1.0,-1.7858054859999999
peddler,3,0.0,1.0,-0.83222976
pepper,3,1.0,1.0,-1.3428360666666668
person,30,0.0,1.0,-0.8307368803333333
photographer,2,0.0,1.0,-0.5822438700000001
pianist,2,0.0,1.0,-0.7296540899999999
piano,2,1.0,1.0,-1.13451375
pie,3,1.0,1.0,-1.6616929466666666
pilot,7,0.0,1.0,-0.5573899071428572
pizza,3,1.0,1.0,-1.27188049
plane,3,1.0,1.0,-1.40834231
poem,2,1.0,1.0,-1.39111408
poet,2,0.0,1.0,-0.78980166
portraitist,4,0.0,1.0,-0.88014082
pot,3,1.0,1.0,-1.3525837033333332
potato,3,1.0,1.0,-1.6770889033333332
potter,3,0.0,1.0,-0.8969849799999999
product,3,1.0,1.0,-1.2427049866666666
professor,2,0.0,1.0,-0.43115048499999997
proposal,2,1.0,1.0,-0.85364434
pumpkin,4,1.0,1.0,-1.48139377
quilt,4,1.0,1.0,-1.8229873525000002
racer,4,0.0,1.0,-1.116953625
report,2,1.0,1.0,-1.0506876749999998
roadtripper,2,0.0,1.0,-1.048812815
routine,1,1.0,1.0,-1.36512373
salesman,3,0.0,1.0,-0.21722803333333332
saleswoman,3,0.0,1.0,-0.46773971666666664
salmon,3,1.0,1.0,-1.3580290566666668
scene,1,1.0,1.0,-1.5818558
screw,4,1.0,1.0,-1.18414066
scribe,2,0.0,1.0,-0.82488351
script,2,1.0,1.0,-0.95174029
sculptor,7,0.0,1.0,-0.7540962085714286
seamster,8,0.0,1.0,-1.26811714375
seamstress,4,0.0,1.0,-1.3143458749999999
section,2,1.0,1.0,-1.15651604
shirt,2,1.0,1.0,-1.273324975
shopkeeper,3,0.0,1.0,-0.6556961966666667
sideburn,3,1.0,1.0,-1.3842620266666668
silk,4,1.0,1.0,-1.6363582525
silverware,3,1.0,1.0,-1.3989671066666667
singer,1,0.0,1.0,-0.8309135400000001
snack,3,1.0,1.0,-1.2194930933333332
soloist,1,0.0,1.0,-0.8860969699999999
sonata,1,1.0,1.0,-0.9708462
song,1,1.0,1.0,-1.53344144
steak,7,1.0,1.0,-1.07554367
stone,7,1.0,1.0,-1.3646169357142859
stubble,3,1.0,1.0,-1.2625060566666668
student,4,0.0,1.0,-0.9576309175
suitcase,2,1.0,1.0,-1.2636136900000001
surface,7,1.0,1.0,-1.6846692457142858
surgeon,4,0.0,1.0,-0.7053894574999999
suv,6,1.0,1.0,-0.7312263033333334
tailor,12,0.0,1.0,-0.8006869966666667
tank,3,1.0,1.0,-0.8468691466666667
teacher,2,0.0,1.0,-0.783964145
telemarketer,3,0.0,1.0,-0.25712330999999994
tent,2,1.0,1.0,-1.537336195
thread,4,1.0,1.0,-1.4803850925000002
toy,3,1.0,1.0,-1.3438580599999999
tractor,3,1.0,1.0,-1.1235589133333335
trader,3,0.0,1.0,-0.4775492700000001
traveller,2,0.0,1.0,-0.8399748300000001
truck,3,1.0,1.0,-0.9449545233333333
tub,2,1.0,1.0,-1.63240812
tuna,3,1.0,1.0,-1.5036830133333332
turkey,4,1.0,1.0,-1.244277425
upholsterer,4,0.0,1.0,-0.9225306799999999
valve,4,1.0,1.0,-1.4277600725000001
van,3,1.0,1.0,-0.8552112633333332
vegetable,3,1.0,1.0,-1.54088724
vehicle,3,1.0,1.0,-0.9464111433333334
verse,2,1.0,1.0,-1.4630705499999999
view,2,1.0,1.0,-1.5113953450000002
violin,2,1.0,1.0,-1.0050211500000001
violinist,2,0.0,1.0,-0.6557693499999999
waiter,3,0.0,1.0,-0.62338697
waitress,3,0.0,1.0,-1.0202930133333332
wall,4,1.0,1.0,-1.520278875
window,3,1.0,1.0,-1.2151164233333334
windshield,5,1.0,1.0,-1.012729196
woman,5,0.0,1.0,-1.366866952
wood,11,1.0,1.0,-1.389437211818182
wool,5,1.0,1.0,-1.7056128739999998
worker,4,0.0,1.0,-1.04289523
wound,4,1.0,1.0,-1.7491015825
yarn,5,1.0,1.0,-1.65315506
