noun,num_counts,accuracy,overlap,avg_LL_delta
tuna,3,1.0,1.0,-3.6897097496666666
turkey,4,1.0,1.0,-4.730799028
upholsterer,4,0.0,1.0,-3.9450627515
valve,4,1.0,1.0,-1.444991985
van,3,1.0,1.0,-2.063795708666667
vegetable,3,1.0,1.0,-3.1585014066666663
vehicle,3,1.0,1.0,-0.51311814
verse,2,1.0,1.0,-0.9334292599999999
view,2,1.0,1.0,-1.5797153
violin,2,1.0,1.0,-2.636261848
violinist,2,0.0,1.0,-3.505313784
waiter,3,0.0,1.0,-3.131854838
waitress,3,0.0,1.0,-3.9125539239999996
wall,4,1.0,1.0,-2.5823840225000003
window,3,1.0,1.0,-1.2084651966666666
windshield,5,1.0,1.0,-1.1309299200000003
woman,5,0.0,1.0,-5.3582097740000005
wood,11,1.0,1.0,-3.6275434038181817
wool,5,1.0,1.0,-3.8276963358000002
worker,4,0.0,1.0,-3.163099513
wound,4,1.0,1.0,-2.6909242685
yarn,5,1.0,1.0,-2.8849865168
